Time	Force
0.00810	-514.48996
0.00815	-514.26183
0.00820	-514.03370
0.00825	-500.57387
0.00830	-498.29254
0.00835	-488.25471
0.00840	-487.34218
0.00845	-508.10225
0.00850	-514.03370
0.00855	-496.69562
0.00860	-506.27719
0.00865	-516.31503
0.00870	-491.67670
0.00875	-512.66490
0.00880	-517.45569
0.00885	-490.07977
0.00890	-517.68382
0.00895	-516.54316
0.00900	-490.53603
0.00905	-511.98051
0.00910	-518.14009
0.00915	-506.73345
0.00920	-518.82449
0.00925	-516.99942
0.00930	-516.08689
0.00935	-517.68382
0.00940	-516.77129
0.00945	-508.55852
0.00950	-506.73345
0.00955	-518.59635
0.00960	-495.32682
0.00965	-507.18972
0.00970	-515.40250
0.00975	-518.36822
0.00980	-518.36822
0.00985	-496.92375
0.00990	-519.50888
0.00995	-519.50888
0.01000	-514.94623
0.01005	-506.73345
0.01010	-512.66490
0.01015	-519.05262
0.01020	-493.72989
0.01025	-511.75237
0.01030	-502.39893
0.01035	-514.94623
0.01040	-516.54316
0.01045	-500.80200
0.01050	-492.81736
0.01055	-516.77129
0.01060	-518.14009
0.01065	-505.36466
0.01070	-496.92375
0.01075	-516.77129
0.01080	-515.85876
0.01085	-518.59635
0.01090	-519.50888
0.01095	-517.91195
0.01100	-495.32682
0.01105	-520.42141
0.01110	-520.19328
0.01115	-520.42141
0.01120	-512.43677
0.01125	-503.08333
0.01130	-494.64242
0.01135	-513.12117
0.01140	-519.73702
0.01145	-506.27719
0.01150	-520.87768
0.01155	-509.24291
0.01160	-495.55495
0.01165	-519.28075
0.01170	-519.50888
0.01175	-521.10581
0.01180	-507.64598
0.01185	-513.57743
0.01190	-501.03014
0.01195	-519.73702
0.01200	-494.18616
0.01205	-519.28075
0.01210	-520.64955
0.01215	-492.81736
0.01220	-509.92731
0.01225	-517.45569
0.01230	-518.82449
0.01235	-517.22756
0.01240	-520.42141
0.01245	-518.82449
0.01250	-517.68382
0.01255	-518.59635
0.01260	-505.36466
0.01265	-521.10581
0.01270	-516.31503
0.01275	-518.59635
0.01280	-520.87768
0.01285	-515.85876
0.01290	-495.32682
0.01295	-520.42141
0.01300	-513.12117
0.01305	-520.19328
0.01310	-519.96515
0.01315	-521.56208
0.01320	-519.96515
0.01325	-518.59635
0.01330	-521.79021
0.01335	-520.42141
0.01340	-518.14009
0.01345	-520.64955
0.01350	-507.64598
0.01355	-496.23935
0.01360	-496.23935
0.01365	-521.56208
0.01370	-495.78309
0.01375	-504.68026
0.01380	-521.10581
0.01385	-520.19328
0.01390	-516.99942
0.01395	-500.11761
0.01400	-519.73702
0.01405	-511.98051
0.01410	-513.80557
0.01415	-519.28075
0.01420	-519.05262
0.01425	-498.06441
0.01430	-519.96515
0.01435	-519.73702
0.01440	-514.71810
0.01445	-510.38358
0.01450	-498.52068
0.01455	-512.20864
0.01460	-509.01478
0.01465	-519.05262
0.01470	-494.64242
0.01475	-514.26183
0.01480	-517.91195
0.01485	-517.22756
0.01490	-511.29611
0.01495	-518.59635
0.01500	-502.17080
0.01505	-493.50176
0.01510	-506.50532
0.01515	-518.82449
0.01520	-516.77129
0.01525	-501.25827
0.01530	-519.50888
0.01535	-497.83628
0.01540	-505.13652
0.01545	-518.59635
0.01550	-502.62707
0.01555	-490.07977
0.01560	-514.48996
0.01565	-519.50888
0.01570	-496.23935
0.01575	-520.42141
0.01580	-513.57743
0.01585	-499.43321
0.01590	-514.03370
0.01595	-506.96159
0.01600	-519.50888
0.01605	-518.82449
0.01610	-517.91195
0.01615	-515.63063
0.01620	-512.20864
0.01625	-520.87768
0.01630	-501.03014
0.01635	-509.92731
0.01640	-520.19328
0.01645	-493.50176
0.01650	-514.26183
0.01655	-517.45569
0.01660	-505.82092
0.01665	-515.17436
0.01670	-516.54316
0.01675	-522.01834
0.01680	-518.14009
0.01685	-519.50888
0.01690	-516.54316
0.01695	-519.96515
0.01700	-508.78665
0.01705	-506.27719
0.01710	-507.18972
0.01715	-521.10581
0.01720	-498.06441
0.01725	-516.77129
0.01730	-519.96515
0.01735	-509.47105
0.01740	-498.06441
0.01745	-517.68382
0.01750	-518.59635
0.01755	-517.68382
0.01760	-515.40250
0.01765	-518.82449
0.01770	-504.90839
0.01775	-494.18616
0.01780	-496.23935
0.01785	-516.08689
0.01790	-516.77129
0.01795	-496.69562
0.01800	-518.36822
0.01805	-501.48640
0.01810	-519.28075
0.01815	-491.67670
0.01820	-507.64598
0.01825	-511.29611
0.01830	-518.82449
0.01835	-489.16724
0.01840	-506.27719
0.01845	-491.67670
0.01850	-516.31503
0.01855	-516.31503
0.01860	-514.71810
0.01865	-512.20864
0.01870	-514.03370
0.01875	-513.34930
0.01880	-497.15188
0.01885	-495.78309
0.01890	-512.20864
0.01895	-489.85164
0.01900	-494.41429
0.01905	-512.20864
0.01910	-500.57387
0.01915	-488.71097
0.01920	-511.52424
0.01925	-509.69918
0.01930	-512.43677
0.01935	-495.32682
0.01940	-508.78665
0.01945	-513.34930
0.01950	-485.28898
0.01955	-506.27719
0.01960	-491.90483
0.01965	-506.50532
0.01970	-511.75237
0.01975	-512.20864
0.01980	-501.03014
0.01985	-490.99230
0.01990	-511.29611
0.01995	-513.12117
0.02000	-506.27719
0.02005	-488.48284
0.02010	-506.27719
0.02015	-512.20864
0.02020	-505.36466
0.02025	-485.51712
0.02030	-509.01478
0.02035	-500.11761
0.02040	-495.09869
0.02045	-511.52424
0.02050	-499.88947
0.02055	-496.46748
0.02060	-490.30790
0.02065	-489.16724
0.02070	-504.22399
0.02075	-497.83628
0.02080	-494.18616
0.02085	-510.38358
0.02090	-510.15544
0.02095	-513.57743
0.02100	-492.58923
0.02105	-504.45213
0.02110	-511.75237
0.02115	-499.66134
0.02120	-510.83984
0.02125	-493.72989
0.02130	-495.32682
0.02135	-506.27719
0.02140	-510.38358
0.02145	-504.90839
0.02150	-505.82092
0.02155	-497.15188
0.02160	-512.43677
0.02165	-498.74881
0.02170	-504.22399
0.02175	-509.92731
0.02180	-510.15544
0.02185	-504.45213
0.02190	-512.20864
0.02195	-510.61171
0.02200	-508.10225
0.02205	-511.29611
0.02210	-487.11404
0.02215	-511.75237
0.02220	-510.83984
0.02225	-485.06085
0.02230	-496.01122
0.02235	-509.47105
0.02240	-503.76773
0.02245	-509.24291
0.02250	-511.29611
0.02255	-501.25827
0.02260	-484.37645
0.02265	-504.90839
0.02270	-511.29611
0.02275	-509.69918
0.02280	-509.01478
0.02285	-508.55852
0.02290	-509.69918
0.02295	-509.69918
0.02300	-510.38358
0.02305	-507.87412
0.02310	-494.64242
0.02315	-509.92731
0.02320	-507.64598
0.02325	-506.73345
0.02330	-494.18616
0.02335	-510.38358
0.02340	-506.73345
0.02345	-507.64598
0.02350	-508.55852
0.02355	-495.78309
0.02360	-510.61171
0.02365	-508.33038
0.02370	-507.41785
0.02375	-508.10225
0.02380	-510.83984
0.02385	-509.24291
0.02390	-505.13652
0.02395	-509.92731
0.02400	-506.96159
0.02405	-486.88591
0.02410	-510.61171
0.02415	-508.33038
0.02420	-493.95802
0.02425	-485.74525
0.02430	-510.61171
0.02435	-509.24291
0.02440	-494.87055
0.02445	-485.74525
0.02450	-504.45213
0.02455	-511.06797
0.02460	-490.53603
0.02465	-509.47105
0.02470	-506.04906
0.02475	-485.74525
0.02480	-504.45213
0.02485	-507.64598
0.02490	-509.69918
0.02495	-502.62707
0.02500	-486.65778
0.02505	-506.27719
0.02510	-510.38358
0.02515	-487.11404
0.02520	-489.39537
0.02525	-488.93911
0.02530	-509.92731
0.02535	-510.83984
0.02540	-509.01478
0.02545	-510.61171
0.02550	-504.90839
0.02555	-484.83272
0.02560	-495.78309
0.02565	-511.52424
0.02570	-502.39893
0.02575	-484.14832
0.02580	-512.20864
0.02585	-508.10225
0.02590	-511.98051
0.02595	-485.28898
0.02600	-488.48284
0.02605	-511.29611
0.02610	-512.20864
0.02615	-487.57031
0.02620	-486.42965
0.02625	-498.06441
0.02630	-511.29611
0.02635	-483.92019
0.02640	-509.92731
0.02645	-510.38358
0.02650	-510.38358
0.02655	-497.83628
0.02660	-511.98051
0.02665	-498.74881
0.02670	-497.15188
0.02675	-486.88591
0.02680	-511.98051
0.02685	-483.92019
0.02690	-499.88947
0.02695	-510.15544
0.02700	-509.01478
0.02705	-512.20864
0.02710	-499.88947
0.02715	-498.74881
0.02720	-485.97338
0.02725	-503.99586
0.02730	-511.52424
0.02735	-510.83984
0.02740	-513.34930
0.02745	-512.20864
0.02750	-498.74881
0.02755	-493.50176
0.02760	-489.85164
0.02765	-511.98051
0.02770	-494.87055
0.02775	-501.48640
0.02780	-497.15188
0.02785	-496.23935
0.02790	-506.04906
0.02795	-513.57743
0.02800	-487.57031
0.02805	-511.52424
0.02810	-496.01122
0.02815	-493.27363
0.02820	-506.73345
0.02825	-513.57743
0.02830	-492.13296
0.02835	-498.97694
0.02840	-509.24291
0.02845	-514.94623
0.02850	-514.71810
0.02855	-516.08689
0.02860	-498.97694
0.02865	-495.78309
0.02870	-503.76773
0.02875	-517.68382
0.02880	-501.71453
0.02885	-508.10225
0.02890	-517.22756
0.02895	-503.08333
0.02900	-494.87055
0.02905	-512.20864
0.02910	-511.52424
0.02915	-516.77129
0.02920	-515.40250
0.02925	-517.91195
0.02930	-517.45569
0.02935	-519.50888
0.02940	-516.77129
0.02945	-517.68382
0.02950	-504.90839
0.02955	-519.28075
0.02960	-510.83984
0.02965	-517.68382
0.02970	-517.22756
0.02975	-517.91195
0.02980	-516.08689
0.02985	-518.36822
0.02990	-495.55495
0.02995	-519.05262
0.03000	-503.08333
0.03005	-506.73345
0.03010	-519.05262
0.03015	-512.66490
0.03020	-498.52068
0.03025	-515.40250
0.03030	-519.50888
0.03035	-517.68382
0.03040	-517.68382
0.03045	-517.22756
0.03050	-515.63063
0.03055	-517.45569
0.03060	-498.97694
0.03065	-510.15544
0.03070	-519.28075
0.03075	-519.96515
0.03080	-493.04549
0.03085	-511.75237
0.03090	-519.50888
0.03095	-516.54316
0.03100	-516.31503
0.03105	-517.91195
0.03110	-518.59635
0.03115	-519.28075
0.03120	-497.15188
0.03125	-495.32682
0.03130	-516.31503
0.03135	-504.68026
0.03140	-520.87768
0.03145	-519.50888
0.03150	-505.82092
0.03155	-520.87768
0.03160	-516.08689
0.03165	-496.23935
0.03170	-504.22399
0.03175	-493.95802
0.03180	-506.73345
0.03185	-519.73702
0.03190	-501.71453
0.03195	-501.03014
0.03200	-518.14009
0.03205	-518.36822
0.03210	-513.12117
0.03215	-520.19328
0.03220	-518.82449
0.03225	-516.08689
0.03230	-519.50888
0.03235	-519.50888
0.03240	-515.85876
0.03245	-517.68382
0.03250	-518.59635
0.03255	-504.22399
0.03260	-521.10581
0.03265	-514.03370
0.03270	-517.68382
0.03275	-507.64598
0.03280	-521.79021
0.03285	-520.64955
0.03290	-520.42141
0.03295	-519.05262
0.03300	-519.96515
0.03305	-520.19328
0.03310	-519.96515
0.03315	-522.24648
0.03320	-520.19328
0.03325	-519.96515
0.03330	-520.64955
0.03335	-505.13652
0.03340	-518.59635
0.03345	-521.10581
0.03350	-518.14009
0.03355	-508.78665
0.03360	-520.87768
0.03365	-496.46748
0.03370	-495.55495
0.03375	-504.45213
0.03380	-520.87768
0.03385	-508.55852
0.03390	-511.75237
0.03395	-520.87768
0.03400	-495.32682
0.03405	-493.50176
0.03410	-513.80557
0.03415	-520.64955
0.03420	-508.33038
0.03425	-516.31503
0.03430	-520.42141
0.03435	-492.58923
0.03440	-510.61171
0.03445	-520.64955
0.03450	-519.05262
0.03455	-519.73702
0.03460	-512.66490
0.03465	-502.85520
0.03470	-520.87768
0.03475	-495.78309
0.03480	-503.08333
0.03485	-518.14009
0.03490	-518.14009
0.03495	-519.50888
0.03500	-502.85520
0.03505	-493.27363
0.03510	-503.31146
0.03515	-516.08689
0.03520	-519.28075
0.03525	-496.01122
0.03530	-512.20864
0.03535	-518.82449
0.03540	-520.19328
0.03545	-518.59635
0.03550	-516.31503
0.03555	-517.45569
0.03560	-519.50888
0.03565	-497.38001
0.03570	-493.50176
0.03575	-494.41429
0.03580	-516.99942
0.03585	-502.85520
0.03590	-519.28075
0.03595	-520.42141
0.03600	-495.78309
0.03605	-508.55852
0.03610	-521.33395
0.03615	-493.72989
0.03620	-516.77129
0.03625	-519.73702
0.03630	-520.42141
0.03635	-521.33395
0.03640	-498.06441
0.03645	-500.34574
0.03650	-517.68382
0.03655	-504.45213
0.03660	-509.47105
0.03665	-515.63063
0.03670	-520.42141
0.03675	-501.48640
0.03680	-498.06441
0.03685	-517.68382
0.03690	-514.26183
0.03695	-520.42141
0.03700	-493.50176
0.03705	-512.43677
0.03710	-520.19328
0.03715	-516.99942
0.03720	-520.87768
0.03725	-517.91195
0.03730	-507.18972
0.03735	-498.29254
0.03740	-498.97694
0.03745	-516.77129
0.03750	-499.43321
0.03755	-516.54316
0.03760	-507.64598
0.03765	-520.87768
0.03770	-502.17080
0.03775	-509.01478
0.03780	-510.83984
0.03785	-519.96515
0.03790	-493.04549
0.03795	-518.59635
0.03800	-519.28075
0.03805	-517.45569
0.03810	-516.77129
0.03815	-515.85876
0.03820	-499.88947
0.03825	-515.85876
0.03830	-516.31503
0.03835	-516.31503
0.03840	-516.54316
0.03845	-501.71453
0.03850	-504.90839
0.03855	-514.48996
0.03860	-515.17436
0.03865	-489.39537
0.03870	-490.07977
0.03875	-506.27719
0.03880	-510.83984
0.03885	-514.48996
0.03890	-515.17436
0.03895	-504.90839
0.03900	-487.79844
0.03905	-497.15188
0.03910	-512.66490
0.03915	-513.80557
0.03920	-511.75237
0.03925	-514.48996
0.03930	-488.25471
0.03935	-511.75237
0.03940	-513.57743
0.03945	-509.01478
0.03950	-510.83984
0.03955	-508.10225
0.03960	-510.61171
0.03965	-512.43677
0.03970	-509.01478
0.03975	-512.89304
0.03980	-507.18972
0.03985	-501.03014
0.03990	-502.62707
0.03995	-492.13296
0.04000	-506.73345
0.04005	-511.29611
0.04010	-512.43677
0.04015	-502.62707
0.04020	-505.36466
0.04025	-509.47105
0.04030	-513.57743
0.04035	-493.27363
0.04040	-496.69562
0.04045	-513.80557
0.04050	-509.24291
0.04055	-508.33038
0.04060	-490.76417
0.04065	-505.36466
0.04070	-495.32682
0.04075	-496.92375
0.04080	-496.01122
0.04085	-506.96159
0.04090	-511.29611
0.04095	-497.60815
0.04100	-491.22043
0.04105	-509.01478
0.04110	-512.20864
0.04115	-485.28898
0.04120	-491.22043
0.04125	-486.20151
0.04130	-488.93911
0.04135	-509.69918
0.04140	-512.89304
0.04145	-489.85164
0.04150	-512.66490
0.04155	-512.43677
0.04160	-502.39893
0.04165	-505.13652
0.04170	-513.12117
0.04175	-510.61171
0.04180	-501.48640
0.04185	-509.69918
0.04190	-512.43677
0.04195	-499.66134
0.04200	-512.20864
0.04205	-486.88591
0.04210	-499.88947
0.04215	-509.47105
0.04220	-487.11404
0.04225	-498.29254
0.04230	-510.38358
0.04235	-511.52424
0.04240	-486.42965
0.04245	-491.90483
0.04250	-510.61171
0.04255	-505.59279
0.04260	-511.75237
0.04265	-492.81736
0.04270	-503.99586
0.04275	-511.75237
0.04280	-493.50176
0.04285	-494.64242
0.04290	-509.92731
0.04295	-511.06797
0.04300	-496.69562
0.04305	-510.38358
0.04310	-507.64598
0.04315	-484.60458
0.04320	-486.65778
0.04325	-484.14832
0.04330	-508.55852
0.04335	-504.22399
0.04340	-508.55852
0.04345	-504.90839
0.04350	-509.92731
0.04355	-507.41785
0.04360	-508.55852
0.04365	-509.24291
0.04370	-511.75237
0.04375	-503.76773
0.04380	-485.74525
0.04385	-504.68026
0.04390	-505.13652
0.04395	-511.75237
0.04400	-484.60458
0.04405	-495.32682
0.04410	-512.89304
0.04415	-509.01478
0.04420	-509.01478
0.04425	-509.92731
0.04430	-510.61171
0.04435	-512.66490
0.04440	-499.20508
0.04445	-495.78309
0.04450	-489.39537
0.04455	-510.61171
0.04460	-492.81736
0.04465	-511.29611
0.04470	-484.60458
0.04475	-499.43321
0.04480	-511.98051
0.04485	-495.32682
0.04490	-511.98051
0.04495	-512.66490
0.04500	-488.48284
0.04505	-488.02657
0.04510	-496.69562
0.04515	-510.83984
0.04520	-506.96159
0.04525	-511.29611
0.04530	-511.06797
0.04535	-509.01478
0.04540	-512.20864
0.04545	-498.97694
0.04550	-489.16724
0.04555	-513.57743
0.04560	-512.89304
0.04565	-489.16724
0.04570	-509.01478
0.04575	-511.06797
0.04580	-503.53960
0.04585	-512.89304
0.04590	-506.27719
0.04595	-513.57743
0.04600	-501.25827
0.04605	-489.16724
0.04610	-485.51712
0.04615	-511.98051
0.04620	-484.60458
0.04625	-510.15544
0.04630	-512.66490
0.04635	-485.28898
0.04640	-509.24291
0.04645	-499.43321
0.04650	-507.18972
0.04655	-509.01478
0.04660	-513.12117
0.04665	-489.16724
0.04670	-497.83628
0.04675	-500.11761
0.04680	-512.43677
0.04685	-484.37645
0.04690	-498.97694
0.04695	-488.02657
0.04700	-505.36466
0.04705	-511.75237
0.04710	-487.11404
0.04715	-492.36110
0.04720	-500.11761
0.04725	-512.66490
0.04730	-512.89304
0.04735	-512.89304
0.04740	-488.93911
0.04745	-503.76773
0.04750	-507.87412
0.04755	-488.25471
0.04760	-504.90839
0.04765	-507.87412
0.04770	-511.29611
0.04775	-496.69562
0.04780	-497.15188
0.04785	-513.12117
0.04790	-512.89304
0.04795	-489.16724
0.04800	-506.73345
0.04805	-513.57743
0.04810	-506.73345
0.04815	-489.16724
0.04820	-501.71453
0.04825	-498.06441
0.04830	-492.36110
0.04835	-490.07977
0.04840	-501.25827
0.04845	-515.85876
0.04850	-515.17436
0.04855	-516.31503
0.04860	-514.26183
0.04865	-502.62707
0.04870	-518.14009
0.04875	-517.22756
0.04880	-515.17436
0.04885	-517.68382
0.04890	-518.14009
0.04895	-505.13652
0.04900	-497.60815
0.04905	-520.42141
0.04910	-501.25827
0.04915	-518.59635
0.04920	-516.54316
0.04925	-517.45569
0.04930	-517.91195
0.04935	-518.59635
0.04940	-491.90483
0.04945	-512.20864
0.04950	-512.89304
0.04955	-519.28075
0.04960	-519.28075
0.04965	-520.42141
0.04970	-516.99942
0.04975	-519.28075
0.04980	-520.87768
0.04985	-519.05262
0.04990	-517.45569
0.04995	-519.28075
0.05000	-498.06441
0.05005	-519.96515
0.05010	-504.22399
0.05015	-503.31146
0.05020	-514.94623
0.05025	-519.73702
0.05030	-490.99230
0.05035	-510.61171
0.05040	-520.19328
0.05045	-514.48996
0.05050	-499.20508
0.05055	-505.36466
0.05060	-519.96515
0.05065	-517.68382
0.05070	-493.50176
0.05075	-519.96515
0.05080	-514.94623
0.05085	-510.38358
0.05090	-519.96515
0.05095	-497.83628
0.05100	-506.50532
0.05105	-520.42141
0.05110	-520.87768
0.05115	-520.87768
0.05120	-500.57387
0.05125	-511.75237
0.05130	-521.56208
0.05135	-520.19328
0.05140	-522.24648
0.05145	-510.61171
0.05150	-508.10225
0.05155	-495.55495
0.05160	-513.57743
0.05165	-521.56208
0.05170	-519.50888
0.05175	-497.60815
0.05180	-511.98051
0.05185	-508.33038
0.05190	-513.57743
0.05195	-520.19328
0.05200	-519.05262
0.05205	-519.73702
0.05210	-518.82449
0.05215	-521.33395
0.05220	-519.73702
0.05225	-517.45569
0.05230	-521.33395
0.05235	-519.96515
0.05240	-518.59635
0.05245	-518.14009
0.05250	-507.64598
0.05255	-519.73702
0.05260	-499.88947
0.05265	-519.73702
0.05270	-497.83628
0.05275	-519.50888
0.05280	-521.10581
0.05285	-505.13652
0.05290	-497.38001
0.05295	-505.13652
0.05300	-521.10581
0.05305	-520.64955
0.05310	-500.34574
0.05315	-521.33395
0.05320	-497.38001
0.05325	-521.79021
0.05330	-508.78665
0.05335	-520.87768
0.05340	-515.85876
0.05345	-521.10581
0.05350	-517.91195
0.05355	-520.87768
0.05360	-511.98051
0.05365	-505.59279
0.05370	-496.46748
0.05375	-521.56208
0.05380	-520.42141
0.05385	-507.64598
0.05390	-520.87768
0.05395	-493.50176
0.05400	-516.31503
0.05405	-519.28075
0.05410	-521.10581
0.05415	-504.45213
0.05420	-496.92375
0.05425	-502.85520
0.05430	-510.38358
0.05435	-508.33038
0.05440	-519.96515
0.05445	-496.92375
0.05450	-513.57743
0.05455	-519.50888
0.05460	-504.68026
0.05465	-501.71453
0.05470	-519.73702
0.05475	-502.85520
0.05480	-505.59279
0.05485	-497.38001
0.05490	-504.45213
0.05495	-519.96515
0.05500	-519.73702
0.05505	-510.83984
0.05510	-512.20864
0.05515	-512.89304
0.05520	-520.87768
0.05525	-519.73702
0.05530	-506.50532
0.05535	-503.99586
0.05540	-496.23935
0.05545	-507.87412
0.05550	-516.99942
0.05555	-518.82449
0.05560	-518.82449
0.05565	-516.31503
0.05570	-519.28075
0.05575	-511.29611
0.05580	-517.45569
0.05585	-520.42141
0.05590	-510.83984
0.05595	-499.43321
0.05600	-508.10225
0.05605	-520.87768
0.05610	-493.95802
0.05615	-512.20864
0.05620	-511.52424
0.05625	-521.33395
0.05630	-520.19328
0.05635	-507.64598
0.05640	-522.24648
0.05645	-520.87768
0.05650	-498.52068
0.05655	-509.47105
0.05660	-522.70274
0.05665	-516.77129
0.05670	-507.87412
0.05675	-517.91195
0.05680	-518.36822
0.05685	-519.28075
0.05690	-522.01834
0.05695	-496.23935
0.05700	-505.13652
0.05705	-520.87768
0.05710	-505.59279
0.05715	-518.59635
0.05720	-515.63063
0.05725	-519.05262
0.05730	-506.73345
0.05735	-495.78309
0.05740	-503.76773
0.05745	-506.73345
0.05750	-520.64955
0.05755	-520.87768
0.05760	-494.87055
0.05765	-518.82449
0.05770	-514.48996
0.05775	-516.31503
0.05780	-517.68382
0.05785	-504.90839
0.05790	-520.19328
0.05795	-518.14009
0.05800	-517.22756
0.05805	-518.36822
0.05810	-510.61171
0.05815	-497.83628
0.05820	-519.50888
0.05825	-518.59635
0.05830	-491.90483
0.05835	-516.99942
0.05840	-515.85876
0.05845	-515.85876
0.05850	-514.71810
0.05855	-515.40250
0.05860	-513.57743
0.05865	-516.08689
0.05870	-504.45213
0.05875	-486.88591
0.05880	-514.48996
0.05885	-497.60815
0.05890	-490.30790
0.05895	-514.94623
0.05900	-510.15544
0.05905	-512.43677
0.05910	-511.52424
0.05915	-512.89304
0.05920	-513.80557
0.05925	-493.95802
0.05930	-514.94623
0.05935	-504.45213
0.05940	-495.32682
0.05945	-514.26183
0.05950	-490.99230
0.05955	-497.83628
0.05960	-515.17436
0.05965	-505.59279
0.05970	-498.06441
0.05975	-513.34930
0.05980	-501.03014
0.05985	-510.61171
0.05990	-496.46748
0.05995	-490.53603
0.06000	-493.50176
0.06005	-494.18616
0.06010	-513.34930
0.06015	-514.48996
0.06020	-502.62707
0.06025	-513.57743
0.06030	-496.46748
0.06035	-507.64598
0.06040	-512.66490
0.06045	-511.75237
0.06050	-498.97694
0.06055	-514.71810
0.06060	-504.45213
0.06065	-506.96159
0.06070	-513.34930
0.06075	-511.52424
0.06080	-514.26183
0.06085	-507.87412
0.06090	-512.20864
0.06095	-507.87412
0.06100	-504.22399
0.06105	-512.20864
0.06110	-501.03014
0.06115	-486.42965
0.06120	-500.11761
0.06125	-512.89304
0.06130	-494.18616
0.06135	-512.66490
0.06140	-509.69918
0.06145	-510.15544
0.06150	-511.75237
0.06155	-511.98051
0.06160	-497.60815
0.06165	-488.25471
0.06170	-497.15188
0.06175	-503.76773
0.06180	-514.03370
0.06185	-503.08333
0.06190	-510.61171
0.06195	-513.57743
0.06200	-501.71453
0.06205	-492.58923
0.06210	-503.53960
0.06215	-508.78665
0.06220	-508.78665
0.06225	-493.95802
0.06230	-499.88947
0.06235	-511.98051
0.06240	-499.88947
0.06245	-511.98051
0.06250	-498.29254
0.06255	-505.82092
0.06260	-511.52424
0.06265	-485.74525
0.06270	-510.61171
0.06275	-486.42965
0.06280	-506.73345
0.06285	-499.43321
0.06290	-511.06797
0.06295	-510.83984
0.06300	-483.69205
0.06305	-496.46748
0.06310	-508.10225
0.06315	-507.64598
0.06320	-507.87412
0.06325	-509.47105
0.06330	-511.06797
0.06335	-498.74881
0.06340	-501.94267
0.06345	-493.04549
0.06350	-509.01478
0.06355	-507.18972
